,Building,Class,Actual_Enrl,Latitude,Longitude,Days,Day_start_M,Day_end_M,Day_start_T,Day_end_T,Day_start_W,Day_end_W,Day_start_R,Day_end_R,Day_start_F,Day_end_F,Day_start_S,Day_end_S,Day_start_U,Day_end_U
3129,SB1,AD HOC,0,680960.596738,7641768.74235,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
3130,SB1,PH 314,25,680960.596738,7641768.74235,T,na,na,2016-09-27 15:05:00,2016-09-27 16:50:00,na,na,na,na,na,na,na,na,na,na
3131,SB1,PH 314,25,680960.596738,7641768.74235,R,na,na,na,na,na,na,2016-09-29 14:00:00,2016-09-29 16:50:00,na,na,na,na,na,na
3132,SB1,CH 661,8,680960.596738,7641768.74235,MW,2016-09-26 17:15:00,2016-09-26 18:30:00,na,na,2016-09-28 17:15:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
3133,SB1,CH 410,0,680960.596738,7641768.74235,T,na,na,2016-09-27 12:00:00,2016-09-27 13:00:00,na,na,na,na,na,na,na,na,na,na
3134,SB1,CH 510,13,680960.596738,7641768.74235,T,na,na,2016-09-27 12:00:00,2016-09-27 13:00:00,na,na,na,na,na,na,na,na,na,na
3135,SB1,PH 314,25,680960.596738,7641768.74235,T,na,na,2016-09-27 14:00:00,2016-09-27 15:00:00,na,na,na,na,na,na,na,na,na,na
3136,SB1,CH 284,9,680960.596738,7641768.74235,W,na,na,na,na,2016-09-28 13:00:00,2016-09-28 14:50:00,na,na,na,na,na,na,na,na
3137,SB1,CH 384,12,680960.596738,7641768.74235,R,na,na,na,na,na,na,2016-09-29 10:00:00,2016-09-29 12:00:00,na,na,na,na,na,na
3138,SB1,CH 384,10,680960.596738,7641768.74235,R,na,na,na,na,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
3139,SB1,CH 404,0,680960.596738,7641768.74235,F,na,na,na,na,na,na,na,na,2016-09-30 13:00:00,2016-09-30 14:30:00,na,na,na,na
3140,SB1,CH 504,14,680960.596738,7641768.74235,F,na,na,na,na,na,na,na,na,2016-09-30 13:00:00,2016-09-30 14:30:00,na,na,na,na
3141,SB1,CH 410,1,680960.596738,7641768.74235,W,na,na,na,na,2016-09-28 13:30:00,2016-09-28 14:30:00,na,na,na,na,na,na,na,na
3142,SB1,CH 510,4,680960.596738,7641768.74235,W,na,na,na,na,2016-09-28 13:30:00,2016-09-28 14:30:00,na,na,na,na,na,na,na,na
3143,SB1,CH 410,2,680960.596738,7641768.74235,F,na,na,na,na,na,na,na,na,2016-09-30 13:30:00,2016-09-30 14:30:00,na,na,na,na
3144,SB1,CH 510,2,680960.596738,7641768.74235,F,na,na,na,na,na,na,na,na,2016-09-30 13:30:00,2016-09-30 14:30:00,na,na,na,na
3145,SB1,BI 410,6,680960.596738,7641768.74235,F,na,na,na,na,na,na,na,na,2016-09-30 12:45:00,2016-09-30 15:05:00,na,na,na,na
3146,SB1,BI 510,1,680960.596738,7641768.74235,F,na,na,na,na,na,na,na,na,2016-09-30 12:45:00,2016-09-30 15:05:00,na,na,na,na
3147,SB1,ESM 340,18,680960.596738,7641768.74235,MW,2016-09-26 14:00:00,2016-09-26 15:50:00,na,na,2016-09-28 14:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
3148,SB1,ESM 101L,16,680960.596738,7641768.74235,T,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,na,na,na,na,na,na,na,na
3149,SB1,ESM 101L,15,680960.596738,7641768.74235,T,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,na,na,na,na,na,na,na,na
3150,SB1,ESM 101L,18,680960.596738,7641768.74235,R,na,na,na,na,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3151,SB1,ESM 101L,14,680960.596738,7641768.74235,R,na,na,na,na,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
3157,SB1,SCI 341L,20,680960.596738,7641768.74235,T,na,na,2016-09-27 10:00:00,2016-09-27 13:00:00,na,na,na,na,na,na,na,na,na,na
3158,SB1,HON 203,25,680960.596738,7641768.74235,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
3159,SB1,SCI 341L,20,680960.596738,7641768.74235,R,na,na,na,na,na,na,2016-09-29 10:00:00,2016-09-29 13:00:00,na,na,na,na,na,na
3160,SB1,SCI 341L,14,680960.596738,7641768.74235,F,na,na,na,na,na,na,na,na,2016-09-30 09:00:00,2016-09-30 12:00:00,na,na,na,na
3161,SB1,HON 203,25,680960.596738,7641768.74235,F,na,na,na,na,na,na,na,na,2016-09-30 12:45:00,2016-09-30 16:20:00,na,na,na,na
3162,SEC,ART 598,12,678762.0050939999,7642562.06508,T,na,na,2016-09-27 09:00:00,2016-09-27 11:50:00,na,na,na,na,na,na,na,na,na,na
3163,SEC,ART 586,9,678762.0050939999,7642562.06508,T,na,na,2016-09-27 13:00:00,2016-09-27 15:50:00,na,na,na,na,na,na,na,na,na,na
3166,SEC,UNST 421,16,678762.0050939999,7642562.06508,MW,2016-09-26 10:15:00,2016-09-26 12:35:00,na,na,2016-09-28 10:15:00,2016-09-28 12:35:00,na,na,na,na,na,na,na,na
3167,SEC,PHE 576,6,678762.0050939999,7642562.06508,M,2016-09-26 16:00:00,2016-09-26 18:30:00,na,na,na,na,na,na,na,na,na,na,na,na
3168,SEC,LING 456,5,678762.0050939999,7642562.06508,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3169,SEC,WR 416,11,678762.0050939999,7642562.06508,T,na,na,2016-09-27 17:30:00,2016-09-27 21:10:00,na,na,na,na,na,na,na,na,na,na
3170,SEC,MKTG 399,10,678762.0050939999,7642562.06508,W,na,na,na,na,2016-09-28 14:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
3171,SEC,AD HOC,0,678762.0050939999,7642562.06508,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
3173,SEC,LING 126,16,678762.0050939999,7642562.06508,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3174,SEC,SWAH 201,6,678762.0050939999,7642562.06508,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
3175,SEC,WR 410,2,678762.0050939999,7642562.06508,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 21:10:00,na,na,na,na,na,na,na,na
3176,SEC,WR 510,6,678762.0050939999,7642562.06508,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 21:10:00,na,na,na,na,na,na,na,na
3177,SEC,AD HOC,0,678762.0050939999,7642562.06508,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
3181,SEC,AD HOC,0,678762.0050939999,7642562.06508,W,na,na,na,na,2016-09-28 12:00:00,2016-09-28 17:00:00,na,na,na,na,na,na,na,na
3182,SEC,JPN 409,2,678762.0050939999,7642562.06508,T,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,na,na,na,na,na,na,na,na
3183,SEC,JPN 509,6,678762.0050939999,7642562.06508,T,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,na,na,na,na,na,na,na,na
3184,SEC,LING 170,0,678762.0050939999,7642562.06508,T,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,na,na,na,na,na,na,na,na
3185,SEC,ARH 498,10,678762.0050939999,7642562.06508,R,na,na,na,na,na,na,2016-09-29 10:00:00,2016-09-29 12:50:00,na,na,na,na,na,na
3186,SEC,ARH 598,2,678762.0050939999,7642562.06508,R,na,na,na,na,na,na,2016-09-29 10:00:00,2016-09-29 12:50:00,na,na,na,na,na,na
3187,SEC,AD HOC,0,678762.0050939999,7642562.06508,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
3188,SEC,WR 323,6,678762.0050939999,7642562.06508,MW,2016-09-26 14:00:00,2016-09-26 15:50:00,na,na,2016-09-28 14:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
3189,SEC,SWAH 101,5,678762.0050939999,7642562.06508,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3190,SEC,MS 111,4,678762.0050939999,7642562.06508,T,na,na,2016-09-27 13:00:00,2016-09-27 13:50:00,na,na,na,na,na,na,na,na,na,na
3191,SEC,PHE 522,5,678762.0050939999,7642562.06508,T,na,na,2016-09-27 16:00:00,2016-09-27 18:30:00,na,na,na,na,na,na,na,na,na,na
3192,SEC,PHE 622,9,678762.0050939999,7642562.06508,T,na,na,2016-09-27 16:00:00,2016-09-27 18:30:00,na,na,na,na,na,na,na,na,na,na
3193,SEC,SOPH 03,2,678762.0050939999,7642562.06508,T,na,na,2016-09-27 16:00:00,2016-09-27 18:30:00,na,na,na,na,na,na,na,na,na,na
3194,SEC,SOPH 03,1,678762.0050939999,7642562.06508,T,na,na,2016-09-27 16:00:00,2016-09-27 18:30:00,na,na,na,na,na,na,na,na,na,na
3195,SEC,LING 170,0,678762.0050939999,7642562.06508,R,na,na,na,na,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
3196,SEC,CH 284,9,678762.0050939999,7642562.06508,F,na,na,na,na,na,na,na,na,2016-09-30 13:00:00,2016-09-30 14:50:00,na,na,na,na
3197,SEC,AD HOC,0,678762.0050939999,7642562.06508,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
3201,SEH,UNST 421,18,680669.6716560001,7641270.5697800005,MW,2016-09-26 12:45:00,2016-09-26 14:35:00,na,na,2016-09-28 12:45:00,2016-09-28 14:35:00,na,na,na,na,na,na,na,na
3202,SEH,LING 136,17,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3203,SEH,WR 461,5,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 16:40:00,2016-09-27 18:30:00,na,na,2016-09-29 16:40:00,2016-09-29 18:30:00,na,na,na,na,na,na
3204,SEH,WR 561,11,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 16:40:00,2016-09-27 18:30:00,na,na,2016-09-29 16:40:00,2016-09-29 18:30:00,na,na,na,na,na,na
3205,SEH,PA 527,9,680669.6716560001,7641270.5697800005,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
3206,SEH,AD HOC,0,680669.6716560001,7641270.5697800005,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
3207,SEH,LING 121,14,680669.6716560001,7641270.5697800005,MWF,2016-09-26 10:15:00,2016-09-26 12:35:00,na,na,2016-09-28 10:15:00,2016-09-28 12:35:00,na,na,2016-09-30 10:15:00,2016-09-30 12:35:00,na,na,na,na
3208,SEH,SPAN 510,7,680669.6716560001,7641270.5697800005,MWF,2016-09-26 14:00:00,2016-09-26 15:05:00,na,na,2016-09-28 14:00:00,2016-09-28 15:05:00,na,na,2016-09-30 14:00:00,2016-09-30 15:05:00,na,na,na,na
3209,SEH,FIN 473,1,680669.6716560001,7641270.5697800005,M,2016-09-26 17:15:00,2016-09-26 20:50:00,na,na,na,na,na,na,na,na,na,na,na,na
3210,SEH,FIN 573,2,680669.6716560001,7641270.5697800005,M,2016-09-26 17:15:00,2016-09-26 20:50:00,na,na,na,na,na,na,na,na,na,na,na,na
3211,SEH,LING 147,16,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3212,SEH,HON 407,20,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
3213,SEH,MTH 641,14,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 17:15:00,2016-09-27 18:30:00,na,na,2016-09-29 17:15:00,2016-09-29 18:30:00,na,na,na,na,na,na
3214,SEH,CH 384,12,680669.6716560001,7641270.5697800005,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 17:50:00,na,na,na,na,na,na,na,na
3215,SEH,LING 170,14,680669.6716560001,7641270.5697800005,R,na,na,na,na,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
3216,SEH,AD HOC,0,680669.6716560001,7641270.5697800005,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
3217,SEH,WR 121,19,680669.6716560001,7641270.5697800005,MW,2016-09-26 08:15:00,2016-09-26 10:05:00,na,na,2016-09-28 08:15:00,2016-09-28 10:05:00,na,na,na,na,na,na,na,na
3218,SEH,LING 131,20,680669.6716560001,7641270.5697800005,MWF,2016-09-26 10:15:00,2016-09-26 12:35:00,na,na,2016-09-28 10:15:00,2016-09-28 12:35:00,na,na,2016-09-30 10:15:00,2016-09-30 12:35:00,na,na,na,na
3219,SEH,HON 407,20,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3220,SEH,CS 399,14,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
3221,SEH,LING 136,19,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
3222,SEH,WR 523,9,680669.6716560001,7641270.5697800005,T,na,na,2016-09-27 17:30:00,2016-09-27 21:10:00,na,na,na,na,na,na,na,na,na,na
3223,SEH,PS 407,5,680669.6716560001,7641270.5697800005,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
3224,SEH,PS 507,3,680669.6716560001,7641270.5697800005,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
3225,SEH,AD HOC,0,680669.6716560001,7641270.5697800005,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
3226,SEH,HON 101,30,680669.6716560001,7641270.5697800005,MWF,2016-09-26 09:00:00,2016-09-26 10:05:00,na,na,2016-09-28 09:00:00,2016-09-28 10:05:00,na,na,2016-09-30 09:00:00,2016-09-30 10:05:00,na,na,na,na
3227,SEH,BA 522,32,680669.6716560001,7641270.5697800005,M,2016-09-26 10:15:00,2016-09-26 11:20:00,na,na,na,na,na,na,na,na,na,na,na,na
3228,SEH,HON 101,32,680669.6716560001,7641270.5697800005,MWF,2016-09-26 11:30:00,2016-09-26 12:35:00,na,na,2016-09-28 11:30:00,2016-09-28 12:35:00,na,na,2016-09-30 11:30:00,2016-09-30 12:35:00,na,na,na,na
3229,SEH,HON 101,0,680669.6716560001,7641270.5697800005,MWF,2016-09-26 12:45:00,2016-09-26 13:50:00,na,na,2016-09-28 12:45:00,2016-09-28 13:50:00,na,na,2016-09-30 12:45:00,2016-09-30 13:50:00,na,na,na,na
3230,SEH,WS 306U,32,680669.6716560001,7641270.5697800005,MW,2016-09-26 14:00:00,2016-09-26 15:50:00,na,na,2016-09-28 14:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
3231,SEH,WS 330U,33,680669.6716560001,7641270.5697800005,M,2016-09-26 17:30:00,2016-09-26 21:10:00,na,na,na,na,na,na,na,na,na,na,na,na
3232,SEH,ENG 201,30,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3233,SEH,HON 101,28,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
3234,SEH,ENG 372U,15,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
3235,SEH,WS 372U,2,680669.6716560001,7641270.5697800005,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
3236,SEH,ELP 324U,15,680669.6716560001,7641270.5697800005,T,na,na,2016-09-27 16:00:00,2016-09-27 18:30:00,na,na,na,na,na,na,na,na,na,na
3237,SEH,CR 410,5,680669.6716560001,7641270.5697800005,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 21:10:00,na,na,na,na,na,na,na,na
3238,SEH,CR 510,9,680669.6716560001,7641270.5697800005,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 21:10:00,na,na,na,na,na,na,na,na
3239,SEH,COUN 531,30,680669.6716560001,7641270.5697800005,R,na,na,na,na,na,na,2016-09-29 16:00:00,2016-09-29 18:30:00,na,na,na,na,na,na
3240,SEH,AD HOC,0,680669.6716560001,7641270.5697800005,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
3241,SH,ART 200,18,679795.846701,7642013.91022,MW,2016-09-26 09:00:00,2016-09-26 11:50:00,na,na,2016-09-28 09:00:00,2016-09-28 11:50:00,na,na,na,na,na,na,na,na
3242,SH,ARCH 225,17,679795.846701,7642013.91022,MW,2016-09-26 18:00:00,2016-09-26 21:00:00,na,na,2016-09-28 18:00:00,2016-09-28 21:00:00,na,na,na,na,na,na,na,na
3243,SH,ART 441,16,679795.846701,7642013.91022,TR,na,na,2016-09-27 09:00:00,2016-09-27 11:50:00,na,na,2016-09-29 09:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3244,SH,ART 300,17,679795.846701,7642013.91022,TR,na,na,2016-09-27 12:00:00,2016-09-27 14:50:00,na,na,2016-09-29 12:00:00,2016-09-29 14:50:00,na,na,na,na,na,na
3245,SH,ART 210,17,679795.846701,7642013.91022,TR,na,na,2016-09-27 15:00:00,2016-09-27 17:50:00,na,na,2016-09-29 15:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
3246,SH,ART 299,3,679795.846701,7642013.91022,TR,na,na,2016-09-27 18:00:00,2016-09-27 20:50:00,na,na,2016-09-29 18:00:00,2016-09-29 20:50:00,na,na,na,na,na,na
3247,SH,ART 399,8,679795.846701,7642013.91022,TR,na,na,2016-09-27 18:00:00,2016-09-27 20:50:00,na,na,2016-09-29 18:00:00,2016-09-29 20:50:00,na,na,na,na,na,na
3248,SH,ART 292,11,679795.846701,7642013.91022,TR,na,na,2016-09-27 09:00:00,2016-09-27 11:50:00,na,na,2016-09-29 09:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3249,SH,ART 375,12,679795.846701,7642013.91022,TR,na,na,2016-09-27 14:00:00,2016-09-27 16:50:00,na,na,2016-09-29 14:00:00,2016-09-29 16:50:00,na,na,na,na,na,na
3250,SH,ART 291,13,679795.846701,7642013.91022,TR,na,na,2016-09-27 18:40:00,2016-09-27 21:20:00,na,na,2016-09-29 18:40:00,2016-09-29 21:20:00,na,na,na,na,na,na
3251,SH,ARCH 120,16,679795.846701,7642013.91022,MW,2016-09-26 13:00:00,2016-09-26 16:50:00,na,na,2016-09-28 13:00:00,2016-09-28 16:50:00,na,na,na,na,na,na,na,na
3252,SH,ARCH 120,16,679795.846701,7642013.91022,MW,2016-09-26 18:00:00,2016-09-26 21:50:00,na,na,2016-09-28 18:00:00,2016-09-28 21:50:00,na,na,na,na,na,na,na,na
3253,SH,ARCH 120,16,679795.846701,7642013.91022,TR,na,na,2016-09-27 13:00:00,2016-09-27 16:50:00,na,na,2016-09-29 13:00:00,2016-09-29 16:50:00,na,na,na,na,na,na
3254,SH,ARCH 120,14,679795.846701,7642013.91022,TR,na,na,2016-09-27 18:00:00,2016-09-27 21:50:00,na,na,2016-09-29 18:00:00,2016-09-29 21:50:00,na,na,na,na,na,na
3255,SH,ARCH 511,11,679795.846701,7642013.91022,TR,na,na,2016-09-27 09:00:00,2016-09-27 11:00:00,na,na,2016-09-29 09:00:00,2016-09-29 11:00:00,na,na,na,na,na,na
3256,SH,ARCH 560,15,679795.846701,7642013.91022,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
3257,SH,ARCH 535,8,679795.846701,7642013.91022,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
3258,SH,ARCH 421,4,679795.846701,7642013.91022,TR,na,na,2016-09-27 16:00:00,2016-09-27 18:00:00,na,na,2016-09-29 16:00:00,2016-09-29 18:00:00,na,na,na,na,na,na
3259,SH,ARCH 521,10,679795.846701,7642013.91022,TR,na,na,2016-09-27 16:00:00,2016-09-27 18:00:00,na,na,2016-09-29 16:00:00,2016-09-29 18:00:00,na,na,na,na,na,na
3261,SH,SW 516,30,679795.846701,7642013.91022,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 20:20:00,na,na,na,na,na,na,na,na
3263,SH,CH 104,83,679795.846701,7642013.91022,MWF,2016-09-26 09:00:00,2016-09-26 10:05:00,na,na,2016-09-28 09:00:00,2016-09-28 10:05:00,na,na,2016-09-30 09:00:00,2016-09-30 10:05:00,na,na,na,na
3264,SH,ME 320,60,679795.846701,7642013.91022,MW,2016-09-26 10:15:00,2016-09-26 12:05:00,na,na,2016-09-28 10:15:00,2016-09-28 12:05:00,na,na,na,na,na,na,na,na
3265,SH,LING 399,15,679795.846701,7642013.91022,MWF,2016-09-26 14:00:00,2016-09-26 15:50:00,na,na,2016-09-28 14:00:00,2016-09-28 15:50:00,na,na,2016-09-30 14:00:00,2016-09-30 15:50:00,na,na,na,na
3266,SH,PHE 250,90,679795.846701,7642013.91022,M,2016-09-26 17:30:00,2016-09-26 21:10:00,na,na,na,na,na,na,na,na,na,na,na,na
3267,SH,CS 162,145,679795.846701,7642013.91022,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
3268,SH,ACTG 511,28,679795.846701,7642013.91022,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
3269,SH,CS 163,159,679795.846701,7642013.91022,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
3270,SH,STAT 464,9,679795.846701,7642013.91022,TR,na,na,2016-09-27 17:15:00,2016-09-27 18:30:00,na,na,2016-09-29 17:15:00,2016-09-29 18:30:00,na,na,na,na,na,na
3271,SH,STAT 564,38,679795.846701,7642013.91022,TR,na,na,2016-09-27 17:15:00,2016-09-27 18:30:00,na,na,2016-09-29 17:15:00,2016-09-29 18:30:00,na,na,na,na,na,na
3272,SH,ARCH 580,9,679795.846701,7642013.91022,MWF,2016-09-26 13:00:00,2016-09-26 17:00:00,na,na,2016-09-28 13:00:00,2016-09-28 17:00:00,na,na,2016-09-30 13:00:00,2016-09-30 17:00:00,na,na,na,na
3273,SH,ARCH 580,9,679795.846701,7642013.91022,MWF,2016-09-26 13:00:00,2016-09-26 17:00:00,na,na,2016-09-28 13:00:00,2016-09-28 17:00:00,na,na,2016-09-30 13:00:00,2016-09-30 17:00:00,na,na,na,na
3274,SH,ARCH 580,10,679795.846701,7642013.91022,MWF,2016-09-26 13:00:00,2016-09-26 17:00:00,na,na,2016-09-28 13:00:00,2016-09-28 17:00:00,na,na,2016-09-30 13:00:00,2016-09-30 17:00:00,na,na,na,na
3275,SH,ARCH 586,10,679795.846701,7642013.91022,MWF,2016-09-26 13:00:00,2016-09-26 17:00:00,na,na,2016-09-28 13:00:00,2016-09-28 17:00:00,na,na,2016-09-30 13:00:00,2016-09-30 17:00:00,na,na,na,na
3276,SH,ARCH 434,6,679795.846701,7642013.91022,MW,2016-09-26 10:00:00,2016-09-26 11:50:00,na,na,2016-09-28 10:00:00,2016-09-28 11:50:00,na,na,na,na,na,na,na,na
3277,SH,ARCH 534,11,679795.846701,7642013.91022,MW,2016-09-26 10:00:00,2016-09-26 11:50:00,na,na,2016-09-28 10:00:00,2016-09-28 11:50:00,na,na,na,na,na,na,na,na
3278,SH,ARCH 511,10,679795.846701,7642013.91022,TR,na,na,2016-09-27 09:00:00,2016-09-27 11:00:00,na,na,2016-09-29 09:00:00,2016-09-29 11:00:00,na,na,na,na,na,na
3279,SH,ARCH 560,15,679795.846701,7642013.91022,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
3280,SH,ARCH 567,11,679795.846701,7642013.91022,TR,na,na,2016-09-27 17:00:00,2016-09-27 18:30:00,na,na,2016-09-29 17:00:00,2016-09-29 18:30:00,na,na,na,na,na,na
3281,SH,ARCH 586,9,679795.846701,7642013.91022,MWF,2016-09-26 13:00:00,2016-09-26 17:00:00,na,na,2016-09-28 13:00:00,2016-09-28 17:00:00,na,na,2016-09-30 13:00:00,2016-09-30 17:00:00,na,na,na,na
3285,SH,ARCH 100,118,679795.846701,7642013.91022,MWF,2016-09-26 10:15:00,2016-09-26 11:20:00,na,na,2016-09-28 10:15:00,2016-09-28 11:20:00,na,na,2016-09-30 10:15:00,2016-09-30 11:20:00,na,na,na,na
3286,SH,PHE 325U,143,679795.846701,7642013.91022,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
3287,SH,ARCH 280,16,679795.846701,7642013.91022,MWF,2016-09-26 13:00:00,2016-09-26 17:00:00,na,na,2016-09-28 13:00:00,2016-09-28 17:00:00,na,na,2016-09-30 13:00:00,2016-09-30 17:00:00,na,na,na,na
3288,SH,ARCH 280,17,679795.846701,7642013.91022,MWF,2016-09-26 13:00:00,2016-09-26 17:00:00,na,na,2016-09-28 13:00:00,2016-09-28 17:00:00,na,na,2016-09-30 13:00:00,2016-09-30 17:00:00,na,na,na,na
3289,SH,ARCH 280,16,679795.846701,7642013.91022,MWF,2016-09-26 13:00:00,2016-09-26 17:00:00,na,na,2016-09-28 13:00:00,2016-09-28 17:00:00,na,na,2016-09-30 13:00:00,2016-09-30 17:00:00,na,na,na,na
